subscriber_count,video_count,total_views,avg_likes_per_video,avg_comments_per_video,channel_age_days,has_custom_thumbnail,has_description,uploads_per_month,engagement_rate,is_fake
517,61,164342,5,41,2298,1,1,5.0,4.56,0
3,2,58550,11,5,2222,1,1,5.4,8.41,0
9,15,355,6,4,168,1,0,0.9,0.17,1
1,36,401,0,1,52,1,0,0.4,2.34,1
50,99,20134,78,7,2318,1,1,4.8,2.52,0
1091,9,227,31,13,1954,1,1,1.2,2.33,0
220,422,72501,61,12,2223,1,1,0.8,9.95,0
48,686,6174,2,1,1552,1,1,1.8,12.55,0
30,147,1920,19,0,65,0,1,2.2,1.38,1
15,26,1447,36,0,140,1,1,1.8,0.43,1
978,4,65,3,1,475,0,1,1.3,3.14,1
9,56,71,1,0,196,1,0,1.0,3.0,1
202,152,6839,0,0,71,0,0,1.4,0.92,1
1673,40,25188,8,54,947,1,1,8.8,15.0,0
62,5,172,7,5,95,0,0,0.7,0.25,1
18934,10,872194,5,54,1875,1,1,7.0,11.35,0
507,138,33897,17,0,1427,1,1,1.3,9.68,0
166,9,1904359,2,6,2488,1,1,1.2,2.7,0
543,124,13,4,4,388,0,1,9.6,0.26,1
249,10,82,2,13,67,1,0,3.8,0.94,1
13,8,27,3,1,134,0,1,3.1,1.28,1
26,2,94421,2,4,685,1,0,3.2,0.32,1
923,12,258575,17,18,2321,1,0,9.0,3.79,0
1201,43,10388,80,0,338,1,0,5.5,0.91,1
77,62,3569,12,4,2350,1,1,2.5,9.32,0
8,0,6626,0,1,406,0,1,1.7,1.43,1
55,3,114,1,4,176,1,0,4.2,0.62,1
7,9,100,23,1,2743,1,1,1.1,3.39,0
3763,122,7623,6,1,725,1,1,5.6,15.0,0
41,9,804,0,0,93,1,1,9.8,2.58,1
113,50,50899,19,3,1256,1,1,4.2,15.0,0
240,3,82,56,0,320,1,1,0.5,0.11,1
25567,9,2827,74,13,754,1,1,5.3,6.84,0
25,5,688,4,1,86,0,0,1.0,1.91,1
105,10,215,133,3,1362,1,1,1.5,10.7,0
77,166,100,509,7,2419,1,1,0.7,10.28,0
47,578,581059,5,9,2088,1,1,4.5,15.0,0
27987,306,102699,164,4,1829,0,1,1.4,5.96,0
298,448,548029,139,2,779,1,1,0.3,4.46,0
91,42,348607,0,75,2538,1,1,2.7,5.86,0
457,72,4824,62,1,1341,1,1,4.2,4.82,0
59168,70,100,139,17,2191,1,1,3.9,3.51,0
39203,97,98816,177,19,3299,1,1,3.8,14.6,0
257,1094,5959,42,22,973,1,1,7.9,15.0,0
37,131,3944737,11,20,2503,1,1,2.6,5.06,0
127,46,756,2,1,337,0,1,0.9,1.72,1
54,1,3021,8,1,139,0,1,3.8,1.08,1
39,179,81636,15,1,1539,1,0,2.0,15.0,0
11,48,6358,1,3,467,0,0,0.1,1.01,1
4,80,24591,652,12,2078,1,1,1.4,14.15,0
12,16,157,40,0,28,1,0,8.8,0.01,1
659,708,129,79,34,1420,1,0,0.7,4.59,0
920,3,820,7,17,1943,1,1,2.2,8.12,0
944,20,658,1,54,106,1,0,0.7,0.04,1
3299,27,44,0,0,381,0,1,6.4,0.59,1
865,1412,436551,47,42,2156,1,1,1.3,9.56,0
80,2,7109,4,0,146,1,0,1.3,1.62,1
42756,27,23168,37,27,1718,1,1,13.1,8.57,0
22670,472,2217671,27,4,1915,1,1,1.5,15.0,0
267,11,1090,7,3,1298,0,1,3.7,15.0,0
1089,27,11,0,0,134,1,1,0.3,0.05,1
27,163,67,4,0,73,1,1,0.4,2.15,1
0,17,267,0,0,82,1,1,1.1,2.31,1
5205,20,23008,27,10,1575,1,1,4.0,13.74,0
692,45,3131,174,4,1730,1,1,0.9,1.95,0
922,130,114854,0,11,1814,1,1,4.4,11.48,0
145,20,1673594,43,38,408,1,1,4.8,6.28,0
37,226,1009536,26,0,724,1,1,4.0,10.71,0
65,17,250771,15,3,2121,1,0,3.8,14.43,0
302,100,56473,10,2,1333,1,1,3.4,15.0,0
148,22,100,15,5,1227,1,1,2.7,10.73,0
393,35,2681,10,0,1529,1,0,2.2,15.0,0
2985,5,805,2,1,478,1,1,5.1,15.0,0
1630,15,100,16,1,2920,1,1,5.7,4.96,0
6,33,2672,2,0,69,0,0,1.6,2.16,1
21,0,39,0,35,175,1,0,0.8,2.44,1
110,1202,23286,3,3,685,0,1,1.7,3.39,0
280,36,23263,18,7,1722,1,1,0.9,8.28,0
1638,143,44261,43,6,1974,1,0,16.1,8.46,0
16,3,211,1,0,873,0,1,2.6,0.89,1
2,0,745,1,0,327,0,0,1.0,0.81,1
363,31,165,3,0,157,0,1,0.9,1.58,1
12,8,4146,13,4,90,0,0,0.4,2.71,1
278,820,1648217,113,85,1618,1,1,2.3,5.93,0
37,145,5218226,2,4,2569,1,1,2.0,6.33,0
2606,78,54615,2,20,1735,1,1,4.6,13.49,0
3876,11,6314,3,17,535,1,1,4.4,7.2,0
13,98,678,0,2,172,0,0,0.3,1.9,1
18,47,1234,0,0,457,1,1,2.5,5.0,1
604,6,3188,26,24,1913,1,1,1.9,2.85,0
5029,140,7520,32,2,1481,1,0,1.7,13.39,0
699,60,241940,23,2,1628,1,0,2.8,2.68,0
80,10,374,0,0,163,0,1,1.7,1.85,1
97,2,6863,0,2,690,0,1,4.2,2.95,1
913,82,747,16,4,737,1,1,0.5,15.0,0
10433,221,1926,7,6,2227,1,1,4.4,4.74,0
80,60,108,1,13,87,0,1,1.9,3.36,1
10,267,120,2,2,781,0,0,1.3,0.25,1
314,166,13163,21,41,3356,1,1,2.5,1.41,0
2811,79,847848,6,3,536,1,1,5.2,0.8,0
99,125,3195,72,0,882,0,1,5.2,15.0,0
1,10,3,4,3,271,1,0,1.7,1.53,1
8587,16,42951,62,51,1526,1,1,0.4,11.0,0
499,8,237,4,1,204,1,0,2.7,5.0,1
2430,134,1450,10,5,1088,1,1,7.9,15.0,0
58,6,537,8,3,667,1,1,0.3,2.78,1
0,14,84,18,5,304,0,0,0.9,3.08,1
1932,1,100,9,0,1329,1,1,4.3,9.02,0
0,28,288,0,0,15,0,1,8.1,3.5,1
8,75,10019,0,4,189,1,1,0.3,2.21,1
8295,94,89308,45,5,2147,1,1,1.1,3.91,0
164,3,1869,5,3,1321,0,1,2.7,6.85,0
28,180,124991,155,2,1380,1,1,13.8,2.74,0
16,2,22,1,1,46,1,1,0.9,4.71,1
379,32,5903,49,32,1738,1,1,11.6,4.77,0
202,9,183,0,2,189,0,1,0.5,5.0,1
958,56,161,58,3,2490,1,1,5.0,15.0,0
45,1,8626,0,0,592,1,1,1.8,1.81,1
3276,3,188,1,2,1450,1,1,0.6,4.87,0
8189,90,20895,94,8,324,1,1,7.6,5.95,0
3,13,1304,0,0,392,1,1,2.6,0.93,1
800,20,269,6,0,335,1,1,1.8,1.4,1
557,0,0,0,1,98,0,0,2.0,0.27,1
225,2,3621,2,0,179,0,1,1.2,1.18,1
2793,27,84671,7,0,1861,1,1,2.7,15.0,0
151,6,2901,7,5,42,1,0,0.6,1.76,1
315,8,4933,0,0,297,1,1,7.5,1.31,1
2344,39,1959,3,5,30,1,1,1.8,15.0,0
29,32,637,4,14,203,1,0,1.2,0.7,1
3491,136,199806,27,19,810,1,1,1.7,9.56,0
2430,109,1924,9,0,1994,0,1,8.5,12.38,0
848129,2,2677442,86,3,1813,1,1,2.9,13.39,0
1213,658,582262,84,3,2047,1,1,12.4,4.39,0
158,2,2665835,100,10,1498,0,1,0.9,6.64,0
4132,284,234466,32,6,1663,1,1,2.8,3.79,0
762,70,1406104,26,18,1644,1,1,5.2,4.66,0
32,2,289,8,1,194,0,1,3.4,0.68,1
2277,7,217,7,0,119,1,1,0.8,0.14,1
0,60,1966,100,8,1999,1,1,10.9,8.56,0
38,5,85,1,3,616,1,1,6.4,1.17,1
16,7,96093,4,1,45,1,0,1.1,4.94,1
74,218,683,14,0,201,1,0,5.5,1.85,1
159,403,1545,36,4,1600,1,1,7.5,9.78,0
50,30,246,1,0,323,1,0,3.4,5.0,1
22,19,23,7,1,124,0,1,0.8,3.1,1
1141,316,731680,36,19,763,1,1,3.2,14.86,0
167484,1017,1361,1,7,2352,0,1,7.8,7.23,0
0,115,122,0,1,155,1,1,7.7,2.78,1
123,21,456,15,10,742,1,1,3.0,2.99,0
2678,6,1178,48,3,1557,1,1,6.4,3.25,0
6445,4,3200,2,3,65,0,0,0.5,1.77,1
18,9,82,0,0,74,1,1,2.2,3.56,1
2565,170,11500523,11,2,2804,1,1,1.0,5.9,0
90,5,368,18,16,1138,1,1,1.3,15.0,0
9,24,1294,1,2,51,0,0,2.5,0.32,1
1399,386,299601,17,8,2211,1,1,1.1,15.0,0
575,103,551047,8,5,2863,1,1,0.6,7.08,0
0,4,9957,5,2,758,0,1,0.2,1.42,1
3,1,0,2,2,28,1,0,1.5,3.41,1
924,115,19742,0,1,493,0,0,3.0,2.39,1
11,1,3029,2,1,64,1,0,0.8,1.55,1
85,47,379,0,0,130,1,1,3.1,0.76,1
22,14,19118,5,4,359,0,1,4.8,0.43,1
24,87,16,0,0,656,0,0,0.3,3.66,1
782,47,7071,27,55,1104,1,1,4.1,15.0,0
6082,13,2745,93,45,1629,1,1,1.8,13.03,0
82,9,1250,58,2,1387,1,1,2.7,3.4,0
30,2000,1352,12,12,508,0,1,3.8,1.92,1
36494,1,17596,116,4,1834,1,1,1.6,9.34,0
0,5,24961,4,11,61,0,1,0.4,0.16,1
308,252,1100372,103,25,1311,1,0,1.6,1.54,0
13409,220,127,3,9,1774,1,1,1.6,15.0,0
4928,20,40402,34,2,1168,1,1,5.0,5.48,0
1843,6,39979,5,0,137,0,1,3.1,1.37,1
1634,396,7476,10,13,1137,1,1,2.6,13.51,0
197,9,804,2,57,11,1,0,2.4,4.16,1
889,32,3055,11,13,1402,1,1,2.7,0.74,0
969,0,13,0,0,37,1,1,1.5,3.91,1
106,1785,443,101,27,1574,0,1,4.2,6.05,0
8567,25,27354,5,47,2981,1,1,4.5,7.0,0
269,4,108,1,0,63,0,1,3.5,5.0,1
22755,24,805,45,4,1578,1,1,7.6,15.0,0
58,17,330,5,9,8,0,1,0.1,0.3,1
286,109,4836,1,7,762,1,1,2.1,8.01,0
6,24,77,3,0,386,1,1,4.2,1.86,1
1853,1,20,0,2,88,1,1,0.8,3.23,1
731,396,2,3,0,288,0,1,4.2,1.18,1
1217,11,665235,24,18,1821,1,1,0.7,6.45,0
51,137,16,12,10,54,1,0,0.4,0.67,1
4611,0,6199,15,1,256,1,1,0.0,3.84,1
119,2,49496,76,23,1422,1,1,0.7,5.81,0
353,92,24959,15,7,2173,1,1,5.7,5.0,0
162,855,5561,145,5,2334,1,1,14.1,4.19,0
10,12,30969,7,8,2135,1,1,3.6,5.32,0
438,934,11444,5,1,1938,1,1,2.8,7.09,0
32011,15,6837191,27,1,1447,1,1,2.4,14.33,0
10443,14,143195,152,10,1388,1,1,3.1,1.97,0
79,10,942,0,0,192,1,1,1.8,0.96,1
8,27,19,7,4,236,0,1,1.9,2.19,1
2453,25,5,15,0,213,1,0,1.6,0.22,1
137,181,2806,48,0,1578,1,1,1.9,15.0,0
11237,33,4897,3,6,2416,1,1,1.0,10.26,0
71,1,58,0,38,54,1,1,2.1,1.39,1
4,376,7,0,0,33,0,0,1.9,1.97,1
11,1,355,0,0,631,1,1,1.6,3.58,1
21,1,4652,27,1,28,1,0,6.1,2.34,1
1718,24,33038,54,3,1228,1,1,2.1,2.83,0
50,17,5785,2,3,16,0,0,2.5,0.45,1
9,2,134,392,60,943,1,1,6.2,7.67,0
22,61,38014,6,0,208,1,1,3.7,0.67,1
1267,49,1319,119,3,1236,1,1,3.1,15.0,0
38,4,106,1,0,151,1,0,4.4,0.0,1
227,11,79013,2,3,1219,1,1,2.9,11.21,0
663,2,1439,0,1,387,0,1,2.3,1.1,1
34,56,495,52,8,437,0,1,0.7,1.14,1
13,22,906,1,6,79,1,1,0.8,0.82,1
2424,69,4953,1,5,1873,0,1,3.3,12.74,0
21722,774,49919,3,23,1599,1,1,2.1,5.3,0
60232,9,2064,95,2,1732,1,0,4.4,4.66,0
12,58,5591,2,0,329,0,1,2.1,0.38,1
7,1,36,2,0,242,1,1,0.2,0.37,1
70,8,16036,7,1,131,0,0,2.1,1.73,1
95,2,0,4,0,195,1,1,0.6,3.36,1
264,88,1606,194,2,784,1,1,2.5,15.0,0
68,26,84,0,8,149,1,0,0.6,0.47,1
43,4,41,1,35,221,0,1,0.0,1.36,1
0,5,8,5,2,282,1,0,3.3,0.27,1
13,26,1230,1,51,424,1,1,0.3,0.37,1
16880,136,36542,2,17,2609,1,1,6.7,11.55,0
15,40,10,0,0,395,1,1,1.3,1.74,1
231,6,566,21,2,95,1,1,1.3,0.75,1
2874,131,100,1,1,2315,1,1,3.7,3.78,0
10471,34,2019,91,19,975,1,1,3.5,5.47,0
20,1,156,5,1,253,0,1,0.0,0.66,1
6013,1,944,38,12,2092,1,1,5.0,6.39,0
798,5,110564,2,3,507,1,1,1.9,0.54,1
3,4,5374,1,4,406,0,1,4.0,0.53,1
662,97,49244,54,11,1813,1,1,0.5,5.72,0
156,19,15,4,4,189,0,0,3.0,0.6,1
2,1,4,0,0,113,1,1,0.4,0.3,1
54,34,7760,69,17,991,1,1,4.2,6.92,0
3560,49,81840,17,21,2362,1,1,1.6,6.73,0
11252,9,96211,42,1,759,1,1,1.8,8.73,0
39,3,22949,5,0,441,1,1,0.0,3.32,1
97,7,1092,7,2,94,0,1,0.1,1.43,1
2380,20,672473,6,25,1338,1,1,3.7,11.2,0
27,0,73,2,5,525,1,0,0.4,1.16,1
455,13,24593,11,1,2824,1,1,2.4,4.11,0
718,81,377,128,19,1200,1,1,1.9,8.56,0
77,23,1382374,19,5,1751,1,1,0.7,5.85,0
551,278,221943,7,3,1546,1,1,2.6,8.99,0
813,13,78619,1,28,853,0,0,1.0,3.97,0
2097,8,689,12,3,1839,0,1,3.8,7.07,0
91,0,246,1,0,10,0,1,0.2,0.01,1
1851,97,2239770,148,7,1024,1,1,2.0,5.33,0
3,19,502,10,22,536,1,0,5.9,1.56,1
766,34,391,1,1,321,1,0,2.7,2.3,1
24,11,7,0,11,166,0,1,6.0,0.99,1
44,390,17278,5,0,80,1,0,3.2,4.91,1
9,10,29797,0,13,105,1,0,5.3,0.65,1
143,37,123193,2,10,693,1,1,0.5,4.38,0
26,276,35342,14,0,258,0,0,0.3,3.02,1
43,1,1486,2,2,421,0,0,1.0,1.78,1
2620,0,155592,7,1,18,1,1,0.4,3.97,1
1545,25,1141172,3,1,1288,1,1,4.8,6.75,0
211,60,2479102,24,8,2396,1,1,2.2,3.38,0
886,2,2627,3,0,33,0,0,0.3,1.23,1
640,341,899949,13,6,1238,1,1,0.6,11.72,0
285179,637,393,15,16,1475,1,1,1.6,10.97,0
87,17,48007,0,0,293,0,1,3.8,1.78,1
40373,67,3335,7,19,1924,1,1,1.8,5.54,0
4426,185,293185,25,17,2401,1,1,1.8,15.0,0
34,396,2116,1,0,1816,1,1,5.0,2.09,0
0,48,27732,1,7,48,1,1,0.3,0.39,1
17,3,14,4,0,110,1,0,1.9,1.7,1
1263,263,54735,21,35,205,1,1,1.7,1.9,0
14,11,1178,5,1,381,1,0,2.7,1.04,1
314,4,326,54,14,466,1,1,4.8,15.0,0
11,203,61548,2,1,239,1,1,1.5,1.28,1
4173,30,3185088,14,31,2714,1,1,3.8,15.0,0
348,12,204,10,4,20,1,0,1.2,1.75,1
25367,49,38851,6,8,2688,1,1,2.3,14.71,0
363,14,626749,3,6,1501,1,1,2.0,2.58,0
900,63,66944,2,17,2269,1,1,3.7,5.75,0
56,922,1481,30,8,1623,1,1,5.5,12.26,0
8357,35,32817,15,2,865,1,1,2.6,14.59,0
118,49,22226,4,8,2357,1,1,12.4,8.97,0
287,5,10759,148,2,1324,1,0,5.2,5.63,0
55642,19,27302,16,7,1163,1,1,5.7,4.29,0
258,27,3539833,100,0,1868,1,1,8.3,3.8,0
7151,9,54359,5,0,83,1,1,1.7,2.28,1
26,48,139772,74,1,1613,1,1,2.1,3.47,0
288,2,14488,0,5,100,1,1,2.9,2.16,1
66,6,4789,0,3,74,1,1,3.0,0.08,1
4473,82,9381736,14,2,1697,1,1,1.8,7.47,0
115,40,11322,3,2,2252,1,1,2.0,7.54,0
365,504,819505,6,5,432,1,1,18.4,5.73,0
12699,24,11,0,2,659,1,0,0.6,0.23,1
26027,26,1359,8,11,30,0,0,0.9,5.28,0
3,3,1268413,0,1,5,1,0,4.2,0.15,1
965,65,8955244,33,7,2237,1,1,1.4,10.67,0
5,9,47,165,2,730,1,0,0.5,0.22,1
134,238,4672136,12,1,697,1,1,2.2,5.37,0
350,117,284,21,26,534,1,0,3.1,3.75,1
7,22,491,7,18,341,1,1,0.8,0.76,1
469,44,987,24,1,2311,1,1,10.6,9.49,0
7594,86,58404,20,26,2247,1,1,3.1,15.0,0
80,10,208136,103,16,1012,1,1,4.6,3.41,0
7,1,130,1,28,269,0,0,6.6,5.0,1
203,25,100,407,14,2454,1,1,3.0,7.47,0
300,13,222,0,3,57,1,0,0.4,0.24,1
770,63,10000000,1,1,727,1,1,0.3,0.35,1
220,25,291,1,11,27,1,1,7.5,4.0,1
31,14,79,1,21,456,0,0,10.2,0.18,1
0,1,1061,0,0,339,0,1,0.1,5.0,1
3145,34,2778945,57,6,1997,1,1,1.4,11.61,0
417,2,52,35,4,516,0,0,1.3,1.32,1
261,333,2990,98,29,1745,1,1,4.1,7.1,0
120,171,356375,21,4,1708,1,1,2.8,15.0,0
32,0,1,8,2,303,1,1,0.1,3.65,1
18,4,135,0,6,139,1,0,1.5,1.07,1
87,45,347,2,0,1,0,1,1.6,0.23,1
2,6,171,0,0,45,1,1,0.3,1.12,1
33,4,0,7,0,88,1,0,0.2,0.53,1
1350,258,13855,23,1,573,0,1,0.1,5.0,1
342,38,1001,163,9,2496,1,1,1.6,11.15,0
3448,22,14587,3,10,1202,0,1,4.2,15.0,0
1427,169,100,292,10,2455,1,0,5.4,2.58,0
10,79,855,0,5,58,0,0,1.2,0.55,1
9,75,49816,40,1,690,0,1,2.9,1.9,0
19550,6,5742,8,3,885,1,1,3.3,7.24,0
7,45,1,3,0,779,0,1,0.6,3.97,1
6834,62,510479,11,5,2222,0,1,2.9,2.87,0
615,69,631725,139,3,980,1,0,14.5,10.85,0
3372,83,2993857,14,8,1458,1,1,4.6,3.2,0
69,2000,45344,4,0,74,1,1,5.3,2.16,1
1327,124,29036,55,11,1757,1,1,1.8,10.49,0
560,13,52084,20,15,1330,1,1,0.5,15.0,0
66,46,110,0,9,37,0,1,3.3,1.39,1
20835,37,118,2,0,963,1,1,0.3,0.06,1
464,6,13235,2,50,807,0,1,3.4,2.0,0
87,31,6,4,0,868,1,1,0.6,0.75,1
8923,55,6342,0,16,1226,0,1,2.7,3.77,0
41,92,3649,9,0,414,0,1,5.1,0.69,1
39,46,28297,11,7,1583,1,1,3.4,9.71,0
27,29,3305980,5,6,1324,1,1,3.8,2.77,0
265,14,28,6,1,432,0,1,0.1,1.57,1
19,68,373,11,0,215,1,1,3.8,5.0,1
28,39,119567,3,3,355,1,1,1.9,1.9,1
4,24,39,9,0,204,1,1,1.4,0.85,1
885,113,587042,3,36,1490,1,1,5.1,15.0,0
651,156,4640,2,52,286,0,1,8.8,0.14,1
62,50,86394,1,4,157,0,1,0.4,4.33,1
2523,3,3267475,3,1,346,1,1,1.2,7.22,0
20272,276,700,9,13,1363,1,1,1.5,12.53,0
6,9,17,0,8,256,0,1,0.9,0.09,1
520438,12,193047,8,6,1328,1,0,1.1,15.0,0
6,16,431,17,0,64,0,1,0.2,1.18,1
159,14,8343,3,1,282,1,1,4.0,1.27,1
120,34,8138,6,61,829,1,1,1.6,1.55,1
50,89,50,0,0,328,1,1,10.0,0.23,1
13373,25,16488,84,1,1189,1,0,6.5,14.88,0
5,3,2606,3,0,92,0,1,0.4,3.84,1
23,354,100,6,36,1745,1,1,1.9,2.22,0
25574,56,84,6,0,50,1,1,1.2,1.0,1
9204,23,984,25,7,1877,1,1,2.1,5.12,0
1205,16,6,1,4,458,1,1,1.4,1.42,1
41,13,1790,0,4,615,1,1,0.3,8.37,0
348,30,297192,27,6,2023,0,1,5.0,9.56,0
17,376,1415,18,3,1929,0,1,2.1,9.92,0
111,1,8,1,1,111,1,1,0.1,1.36,1
9,1,2367,0,1,25,1,0,1.4,3.17,1
16560,166,109582,19,10,2470,1,1,7.0,4.37,0
19,816,268,99,6,2727,1,0,3.1,1.85,0
29,1,6119,0,0,19,0,1,3.9,2.4,1
28,30,40514,2,13,716,1,1,1.7,7.7,0
228,3,230,74,0,221,1,1,1.6,0.4,1
460,53,100,19,8,1828,1,1,7.3,6.37,0
1236,37,44864,14,24,2176,1,1,1.9,10.82,0
652,207,117623,4,49,1194,1,1,5.7,8.21,0
26,10,98,1,3,188,1,1,0.5,0.4,1
232,57,1450,13,19,1800,1,1,5.3,11.83,0
233,0,2501,1,0,394,0,0,3.4,4.48,1
221,29,93575,65,2,1462,1,1,0.3,10.68,0
3699,75,65144,3,11,1388,1,1,13.8,3.88,0
11867,44,5229,104,3,1620,1,1,1.9,7.19,0
1600,236,783,43,26,1159,1,1,9.4,7.38,0
27,15,6,0,0,270,0,1,5.1,1.76,1
2,2,108,6,0,275,0,1,2.5,5.0,1
36445,25,2691,283,0,2472,1,1,4.5,8.57,0
17,140,51521,2,63,3710,1,1,2.5,15.0,0
4903,72,1179,6,1,1226,1,1,1.9,3.13,0
2116,3,23326,872,36,2192,1,1,0.7,15.0,0
5441,41,6,3,7,163,1,1,0.8,0.94,1
11562,16,513342,11,1,561,1,1,2.5,3.53,0
55,219,2056,1,4,69,1,1,0.6,0.53,1
9942,146,1478556,16,34,1102,0,1,2.6,6.33,0
31267,577,180345,34,7,1316,1,1,4.7,4.87,0
266683,19,3466,9,1,2671,1,1,4.4,6.96,0
188,0,1395,4,0,473,0,1,0.1,0.74,1
114,2,137,3,5,408,0,1,4.3,1.22,1
20272,24,2472,5,54,1410,1,1,3.1,12.13,0
77,32,816847,14,2,1423,1,1,4.4,12.39,0
8428,26,168163,5,8,1485,1,1,7.1,11.28,0
12,5,3160,34,0,70,1,0,1.6,1.83,1
1341,71,6460,28,3,740,1,1,2.2,8.17,0
1432,89,167508,62,3,1052,1,1,1.3,5.82,0
0,626,446,20,1,151,1,1,0.4,2.26,1
7,57,1153,0,17,46,0,0,0.1,5.0,1
1012,66,8562,15,42,991,1,1,2.0,3.97,0
7761,68,29944,2,1,1223,1,1,2.3,4.84,0
325,92,12,0,2,307,1,1,1.3,0.44,1
1955,17,482546,119,4,1545,1,1,6.5,1.48,0
105,27,871225,16,2,1606,1,1,4.2,6.26,0
19,880,244,4,1,959,1,0,1.3,3.17,1
209,138,1058,26,14,990,1,1,0.9,5.79,0
15,16,20,1,0,509,1,0,2.0,4.5,1
159,34,40,1,9,170,1,0,1.1,0.99,1
2742,0,7,5,1,991,0,0,4.3,5.0,1
2110,86,99961,122,4,1969,1,1,1.0,15.0,0
150,1,4461,56,1,60,1,0,4.0,0.42,1
171,3,1119,4,0,9,0,1,1.3,0.03,1
23215,97,70736,183,1,788,0,1,4.2,3.66,0
32,28,196,3,8,471,1,1,0.5,1.33,1
92,8,2413,46,25,597,1,1,4.3,8.54,0
446,402,14,4,0,4,0,0,1.3,3.13,1
110,1,319,14,6,242,0,1,0.5,1.56,1
221,4,93122,3,4,265,1,1,7.1,0.17,1
1571,1,306,17,10,2269,0,1,1.8,2.47,0
214,74,742,86,23,2083,1,1,10.8,13.98,0
13,302,3,8,6,801,1,0,0.8,1.13,1
6108,111,38152,44,3,1964,1,1,0.4,8.64,0
93,82,35,6,0,529,0,0,1.4,2.13,1
9957,41,5352,44,15,1228,1,1,6.4,7.75,0
12,91,12127,1,6,278,0,0,0.1,1.43,1
14075,8,115305,15,3,2585,1,1,1.5,6.26,0
30,0,11314,0,1,114,1,0,2.2,3.62,1
35048,36,11708,50,10,2105,1,1,4.4,10.89,0
1,2,83,39,1,407,1,1,0.8,0.06,1
54,6,929,1,0,301,0,0,1.6,5.0,1
458,6,2458,37,1,59,1,1,1.9,1.95,1
158801,38,73619,40,7,2241,1,1,1.5,7.69,0
3363,180,7697,153,28,1382,1,1,1.4,2.97,0
17,7,4326,1,1,282,0,0,0.1,1.49,1
3352,198,335316,81,1,1298,1,1,11.2,6.35,0
101,6,225,6,1,96,1,1,3.3,0.14,1
802,34,789,14,7,1900,1,1,1.0,12.66,0
6,140,2008,5,6,1085,0,1,1.2,9.95,0
213,1462,478,19,10,1481,1,1,2.7,5.2,0
0,13,97,7,1,348,1,0,3.7,0.88,1
70,40,779,202,6,900,1,1,5.1,2.03,0
51,5,319144,25,45,937,1,1,3.4,15.0,0
2868,2,29,1,0,72,0,1,1.6,4.11,1
27,17,39470,12,1,457,0,0,0.9,2.33,1
48868,70,226310,16,2,1411,1,1,1.1,7.22,0
17,46,20478,5,3,179,1,1,0.0,0.89,1
68,103,3857,2,32,2056,1,1,7.1,15.0,0
7,139,2927,0,5,7,0,1,5.0,3.05,1
168,20,1019,1,4,822,1,1,1.1,1.59,0
1640,11,16989,3,1,582,1,1,3.5,1.41,1
6,298,917,1,1,780,1,0,10.3,1.51,1
249,438,23881,72,1,2211,1,1,5.2,5.52,0
80,43,23770,2,4,1101,1,1,2.2,11.95,0
91,267,3281224,30,3,1398,1,1,6.4,12.44,0
3561,106,12502,13,3,1766,1,1,3.8,5.57,0
21,17,1921,7,2,81,1,1,0.2,1.96,1
8232,916,1012458,13,17,2255,1,1,10.0,1.42,0
674,24,36925,2,12,1799,1,1,3.9,8.9,0
160,3,6757,281,24,1061,0,1,3.8,8.72,0
34308,18,41499,16,6,1873,1,1,0.9,1.71,0
850,183,1215,6,89,2039,1,1,6.1,7.52,0
